שם רחוב,שכונה עירונית,שכונה סטטיסטית,מזרח/מערב,קו רוחב,קו אורך
פרופ' מנדי רודן,גבעת רם,ש סטודנט גבעת רם,מערב,31.778426,35.194657
פרופסור רקח,גבעת רם,"שכ גבעת רם, ש אלף גב רם",מערב,31.767754,35.199167
קרית האוניברסיטה העברית גבעת רם,גבעת רם,"שכ גבעת רם, ש אלף גב רם",מערב,31.770752,35.195919
שדרות המוזיאונים,גבעת רם,,מערב,31.775678,35.201302
שדרות וולפסון,גבעת רם,,מערב,31.780206,35.199104
שדרות מגנס,גבעת רם,ש סטודנט גבעת רם,מערב,31.770098,35.197541
שדרות מנחם בגין,גבעת רם,"שכ גבעת רם, ש אלף גב רם",מערב,31.767504,35.194431
שמואל בייט,גבעת רם,"שכ גבעת רם, ש אלף גב רם",מערב,31.767014,35.194138
שמואל סטפן ויז,גבעת רם,,מערב,31.774618,35.203577
אונקלוס,גבעת שאול,שכ גב שאול א,מערב,31.79056,35.19292
בן ציון,גבעת שאול,,מערב,31.789778,35.193218
בעל השאילתות,גבעת שאול,שכ גב שאול א,מערב,31.789021,35.19354
גבעת שאול,גבעת שאול,,מערב,31.792708,35.190258
גרייבסקי,גבעת שאול,,מערב,31.791181,35.190412
דוד הראובני,גבעת שאול,,מערב,31.789581,35.190687
האי גאון,גבעת שאול,,מערב,31.789158,35.192657
העילוי,גבעת שאול,,מערב,31.788552,35.195458
הרב אהרון קוטלר,גבעת שאול,שכ גב שאול א,מערב,31.791435,35.193884
הרב בן ציון קואינקה,גבעת שאול,,מערב,31.790977,35.189186
הרב ניסים ד. עזראן,גבעת שאול,,מערב,31.791329,35.192396
הרב פנחס קהתי,גבעת שאול,,מערב,31.793607,35.192029
הרב ריינס,גבעת שאול,שכ גב שאול א,מערב,31.790389,35.193894
הרב שפרן,גבעת שאול,שכ גב שאול א,מערב,31.790256,35.193426
הרב שרירא גאון,גבעת שאול,,מערב,31.788678,35.191655
חיים ויטל,גבעת שאול,,מערב,31.789346,35.191835
יהושוע פרבשטיין,גבעת שאול,,מערב,31.787666,35.192854
יונתן בן עוזיאל,גבעת שאול,,מערב,31.790602,35.189282
ימין אבות,גבעת שאול,,מערב,31.787659,35.193003
כנפי נשרים,גבעת שאול,,מערב,31.787679,35.19137
כתב סופר,גבעת שאול,,מערב,31.792003,35.194848
משה קורדובירו,גבעת שאול,,מערב,31.791298,35.189968
נחום חפצדי,גבעת שאול,,מערב,31.78924,35.189387
נטרונאי גאון,גבעת שאול,,מערב,31.788457,35.192781
סמטת ברנוביץ,גבעת שאול,,מערב,31.791057,35.190588
עזריאל,גבעת שאול,,מערב,31.792723,35.192206
עמרם גאון,גבעת שאול,,מערב,31.789236,35.192428
עקיבא אזולאי,גבעת שאול,,מערב,31.788951,35.189542
פועה,גבעת שאול,שכ גב שאול א,מערב,31.788164,35.193843
רבי ישראל נג'ארה,גבעת שאול,,מערב,31.790939,35.191704
שדרות בן גוריון,גבעת שאול,,מערב,31.791356,35.196397
שלמה אלקבץ,גבעת שאול,,מערב,31.791593,35.191271
שערי ירושלים,גבעת שאול,,מערב,31.791041,35.196697
תוספות יום טוב,גבעת שאול,,מערב,31.791884,35.192302
60,גילה,"שכ וולג'ה, דיר כרמיזן, א זוהור",מערב,31.719419,35.182876
א סאפא,גילה,"שכ וולג'ה, דיר כרמיזן, א זוהור",מערב,31.731818,35.204732
אברהם יערי,גילה,,מערב,31.734296,35.195377
אגמון,גילה,,מערב,31.731786,35.184724
אודם,גילה,,מערב,31.737668,35.181117
אחלמה,גילה,,מערב,31.727806,35.192675
איילה,גילה,שכון גילה,מערב,31.728136,35.187869
אלמוג,גילה,,מערב,31.728159,35.189934
אפרסמון,גילה,,מערב,31.734746,35.200238
אריה בן אליעזר,גילה,,מערב,31.737312,35.197753
בושם,גילה,גבעת קנדה,מערב,31.734964,35.189201
ברקת,גילה,,מערב,31.729166,35.190686
גבעת קנדה,גילה,גבעת קנדה,מערב,31.737343,35.188889
דב יוסף,גילה,,מערב,31.733634,35.194695
דגן,גילה,,מערב,31.739407,35.182613
דרך חברון,גילה,"שכ וולג'ה, דיר כרמיזן, א זוהור",מערב,31.724572,35.203897
האזוב,גילה,גבעת קנדה,מערב,31.73516,35.188616
האחות יהודית,גילה,,מערב,31.729929,35.192114
האנפה,גילה,שכון גילה,מערב,31.727018,35.188729
הגומא,גילה,גבעת קנדה,מערב,31.736261,35.190103
הגלעינית,גילה,,מערב,31.738733,35.197784
הגננת,גילה,,מערב,31.732552,35.194388
הגפן,גילה,,מערב,31.727824,35.192118
הדבש,גילה,,מערב,31.727959,35.18841
הדולב,גילה,גבעת קנדה,מערב,31.73353,35.189219
הדמומית,גילה,גבעת קנדה,מערב,31.73928,35.188914
הזהבית,גילה,,מערב,31.739408,35.197378
החבוש,גילה,,מערב,31.727439,35.192515
החסידה,גילה,,מערב,31.73325,35.181459
הכרפס,גילה,גבעת קנדה,מערב,31.731935,35.188368
המור,גילה,,מערב,31.732841,35.199635
המחנכת,גילה,,מערב,31.737402,35.178341
המרגלית,גילה,שכון גילה,מערב,31.727928,35.187894
הנופך,גילה,,מערב,31.730777,35.19412
הסיגלית,גילה,,מערב,31.739927,35.196088
הסנונית,גילה,,מערב,31.731628,35.185878
הסתוונית,גילה,,מערב,31.739293,35.197343
הצבעוני,גילה,,מערב,31.739186,35.197313
הצבר,גילה,,מערב,31.729236,35.189646
הצוף,גילה,,מערב,31.733268,35.198957
הציפורן,גילה,גבעת קנדה,מערב,31.732157,35.189534
הקורא,גילה,שכון גילה,מערב,31.727312,35.187418
הרב דוד אלטשולר,גילה,,מערב,31.727933,35.196375
הרדוף,גילה,,מערב,31.738719,35.181049
הרוזמרין,גילה,,מערב,31.732904,35.197793
השיש,גילה,,מערב,31.730108,35.193611
השליו,גילה,שכון גילה,מערב,31.729626,35.188048
התאנה,גילה,גבעת קנדה,מערב,31.733451,35.190286
התבלין,גילה,,מערב,31.736651,35.178153
ורדינון,גילה,,מערב,31.735189,35.197205
יהודה אונטרמן,גילה,,מערב,31.731576,35.195115
יהושע ברוכי,גילה,,מערב,31.738394,35.177266
יהלום,גילה,,מערב,31.728624,35.191726
יעקב ברמן,גילה,,מערב,31.730931,35.196692
יפה רום,גילה,גבעת קנדה,מערב,31.736303,35.190658
יצהר,גילה,גבעת קנדה,מערב,31.739044,35.188918
יציאה לכביש 60,גילה,,מערב,31.731867,35.202502
יציאה למחלף רוזמרין,גילה,"שכ וולג'ה, דיר כרמיזן, א זוהור",מערב,31.731665,35.202815
יציאה לרחוב הרוזמרין,גילה,,מערב,31.732226,35.202432
יציאה לשדרות מנחם בגין,גילה,"בית צפפה, שכ בית צפאפא",מערב,31.732303,35.203149
יקינטון,גילה,,מערב,31.736818,35.17871
כמון,גילה,,מערב,31.732176,35.181692
לבונה,גילה,,מערב,31.733585,35.196618
ליש,גילה,שכון גילה,מערב,31.730184,35.185489
לשם,גילה,שכון גילה,מערב,31.728204,35.188182
מבוא בשמת,גילה,,מערב,31.733908,35.19798
מבוא הדודאים,גילה,,מערב,31.734576,35.201401
מבוא הלוט,גילה,,מערב,31.734798,35.202704
מבוא הצרי,גילה,,מערב,31.732897,35.201252
מבוא הקינמון,גילה,,מערב,31.733461,35.200255
מבוא הקנה,גילה,,מערב,31.734774,35.201264
מבוא יסמין,גילה,,מערב,31.734577,35.197863
מבוא נטף,גילה,,מערב,31.734867,35.198913
מבוא קטורה,גילה,,מערב,31.734097,35.200323
מבוא קידה,גילה,גבעת קנדה,מערב,31.738683,35.187348
מבוא קציעה,גילה,,מערב,31.733656,35.202183
מבוא שרף,גילה,,מערב,31.733268,35.198957
מרווה,גילה,,מערב,31.733445,35.180893
משה יוסטמן,גילה,,מערב,31.734795,35.195963
נשר,גילה,,מערב,31.732375,35.181866
עירית,גילה,גבעת קנדה,מערב,31.737086,35.191348
פרופ' יעקב פולוצקי,גילה,,מערב,31.729819,35.198198
צאלים,גילה,גבעת קנדה,מערב,31.731716,35.189315
צביה ויצחק,גילה,,מערב,31.737026,35.181615
רפאל דה לה פרגולה,גילה,,מערב,31.735357,35.177606
שבו,גילה,שכון גילה,מערב,31.730963,35.185447
שבתאי הנגבי,גילה,,מערב,31.738492,35.19549
שדרות מנחם בגין,גילה,"שכ וולג'ה, דיר כרמיזן, א זוהור",מערב,31.731989,35.202788
שוהם,גילה,,מערב,31.730996,35.183559
שלמה דוגה,גילה,,מערב,31.729005,35.197617
שמיר,גילה,,מערב,31.730644,35.192407
שרפאת,גילה,,מערב,31.737194,35.194633
תירוש,גילה,,מערב,31.73571,35.179636
תרשיש,גילה,,מערב,31.731217,35.18268
אבינדב,הבוכרים,,מערב,31.794541,35.218988
אביתר הכהן,הבוכרים,,מערב,31.793926,35.218477
אברהם תלמודי,הבוכרים,שכ הבוכרים,מערב,31.791599,35.21914
אדוניהו הכהן,הבוכרים,שכ הבוכרים,מערב,31.791426,35.221019
בן ציון גול,הבוכרים,שכ הבוכרים,מערב,31.792442,35.220489
בר אילן,הבוכרים,"שכ גאולה, שכ כרם אברהם",מערב,31.793629,35.215277
דוד חזן,הבוכרים,,מערב,31.793391,35.218393
חיים פרחי,הבוכרים,,מערב,31.792836,35.216406
יואל,הבוכרים,שכ הבוכרים,מערב,31.791718,35.222113
יחזקאל,הבוכרים,שכ הבוכרים,מערב,31.79307,35.221374
ירחמיאל אמדורסקי,הבוכרים,שכ הבוכרים,מערב,31.792425,35.221813
ישא ברכה,הבוכרים,שכ הבוכרים,מערב,31.791394,35.218979
ישראל אהרון פישל,הבוכרים,,מערב,31.794738,35.220592
מבוא כנסת מרדכי,הבוכרים,שכ הבוכרים,מערב,31.793689,35.22108
נחמיה,הבוכרים,"שכ גאולה, שכ כרם אברהם",מערב,31.792773,35.215724
עזרא,הבוכרים,,מערב,31.791603,35.217692
עלי הכהן,הבוכרים,"שכ גאולה, שכ כרם אברהם",מערב,31.793633,35.215221
צפניה,הבוכרים,"שכ גאולה, שכ כרם אברהם",מערב,31.793524,35.215225
רבנו גרשום,הבוכרים,שכ הבוכרים,מערב,31.791897,35.221389
רחובות הבוכרים,הבוכרים,"שכ גאולה, שכ כרם אברהם",מערב,31.793685,35.216008
שלמה מוסיוף,הבוכרים,שכ הבוכרים,מערב,31.791897,35.221389
שמואל הנביא,הבוכרים,שכ הבוכרים,מערב,31.793858,35.221449
שמשון פולנסקי,הבוכרים,שכ הבוכרים,מערב,31.792786,35.221976
אבא ברדיצ'ב,הגבעה הצרפתית–גבעת שפירא,"ש צמרת הבירה, גבעת שפירא",מערב,31.806568,35.24094
אהרון קציר,הגבעה הצרפתית–גבעת שפירא,הר הצופים אידלסון,מערב,31.796319,35.235546
אצ''ל,הגבעה הצרפתית–גבעת שפירא,הר הצופים אידלסון,מערב,31.800818,35.236604
בר כוכבא,הגבעה הצרפתית–גבעת שפירא,"ש צמרת הבירה, גבעת שפירא",מערב,31.801553,35.239843
ג'ורג' אדם סמית,הגבעה הצרפתית–גבעת שפירא,הר הצופים אידלסון,מערב,31.800026,35.234404
דרך האלוף עוזי נרקיס,הגבעה הצרפתית–גבעת שפירא,"ש צמרת הבירה, גבעת שפירא",מערב,31.807877,35.235585
דרך מעלה אדומים,הגבעה הצרפתית–גבעת שפירא,אזור תעשייה שעפט,מערב,31.802934,35.245622
דרך ענתות,הגבעה הצרפתית–גבעת שפירא,,מערב,31.808691,35.236187
דרך שועפאת,הגבעה הצרפתית–גבעת שפירא,"ש צמרת הבירה, גבעת שפירא",מערב,31.805647,35.234671
ההגנה,הגבעה הצרפתית–גבעת שפירא,הר הצופים אידלסון,מערב,31.804899,35.235017
ההתנדבויות,הגבעה הצרפתית–גבעת שפירא,הר הצופים אידלסון,מערב,31.798669,35.2357
החי''ל,הגבעה הצרפתית–גבעת שפירא,"ש צמרת הבירה, גבעת שפירא",מערב,31.803792,35.241477
חזון יצחק,הגבעה הצרפתית–גבעת שפירא,הר הצופים אידלסון,מערב,31.803048,35.236774
חיים יסקי,הגבעה הצרפתית–גבעת שפירא,הר הצופים אידלסון,מערב,31.800006,35.239457
חניון נכים,הגבעה הצרפתית–גבעת שפירא,הר הצופים אידלסון,מערב,31.799708,35.239205
טיילת קולני,הגבעה הצרפתית–גבעת שפירא,"ש צמרת הבירה, גבעת שפירא",מערב,31.807622,35.239844
יגאל ידין,הגבעה הצרפתית–גבעת שפירא,"ש צמרת הבירה, גבעת שפירא",מערב,31.807265,35.234924
יציאה לדרך שועפאת,הגבעה הצרפתית–גבעת שפירא,"ש צמרת הבירה, גבעת שפירא",מערב,31.805206,35.234958
יציאה לכביש 60,הגבעה הצרפתית–גבעת שפירא,"ש צמרת הבירה, גבעת שפירא",מערב,31.807716,35.235631
יציאה למחלף שער מזרח,הגבעה הצרפתית–גבעת שפירא,הר הצופים אידלסון,מערב,31.803354,35.234825
לוחמי הגטאות,הגבעה הצרפתית–גבעת שפירא,"ש צמרת הבירה, גבעת שפירא",מערב,31.800469,35.241626
לח''י,הגבעה הצרפתית–גבעת שפירא,הר הצופים אידלסון,מערב,31.79906,35.235949
מבוא גולי קניה,הגבעה הצרפתית–גבעת שפירא,"ש צמרת הבירה, גבעת שפירא",מערב,31.806602,35.236742
מבוא דב הררי,הגבעה הצרפתית–גבעת שפירא,"ש צמרת הבירה, גבעת שפירא",מערב,31.804931,35.242046
מבוא דקר,הגבעה הצרפתית–גבעת שפירא,הר הצופים אידלסון,מערב,31.801249,35.237098
מבוא המאבק,הגבעה הצרפתית–גבעת שפירא,"ש צמרת הבירה, גבעת שפירא",מערב,31.803785,35.238652
מבוא הנח''ל,הגבעה הצרפתית–גבעת שפירא,"ש צמרת הבירה, גבעת שפירא",מערב,31.802846,35.239716
